customer_id,age,state,education_level,employment_status,years_employed,housing_status,annual_income,monthly_debt_payment,monthly_obligations_ratio,total_debt,mortgage_balance,auto_loan_balance,student_loan_balance,debt_to_income_ratio,savings_balance,checking_balance,investment_accounts,credit_score,credit_history_years,num_credit_accounts,num_credit_cards,credit_limit_total,credit_utilization_pct,on_time_payment_pct,late_payments_30_days,late_payments_60_days,late_payments_90_days,num_inquiries_6mo,num_inquiries_12mo,num_new_accounts_12mo,bankruptcies,foreclosures,collections,tax_liens,public_records,existing_loans,loan_purpose,requested_loan_amount,loan_term_months,creditworthy
CUST003647,72,MI,Master,Employed,16,Mortgage,96771.0,3323.78,0.4122,164409.6,335937.53,0.0,0,0.4122,107178.48,26585.32,21246.6,724,1,7,6,162959.51,11.07,81.24,2,0,0,1,3,4,0,0,0,0,0,5,Home Purchase,219882.55,360,1
CUST003648,48,OK,Bachelor,Retired,0,Mortgage,45997.9,2917.09,0.761,84904.97,413607.78,0.0,0,0.761,38753.87,19668.71,109526.55,624,19,11,3,86478.22,40.97,82.28,2,0,0,0,3,2,0,1,0,0,1,4,Business,97434.75,48,0
CUST003649,18,VA,Master,Employed,0,Mortgage,83529.43,3007.1,0.432,84230.32,432958.99,0.0,25613.25,0.432,114171.43,22747.51,325567.99,721,0,6,5,60678.73,39.48,94.76,0,0,0,3,7,0,0,0,0,0,0,5,Personal,90935.87,240,1
CUST003650,34,IN,Bachelor,Self-Employed,12,Mortgage,107808.35,3961.43,0.4409,228984.5,314651.76,6555.2,79327.1,0.4409,72825.83,44922.15,0.0,727,11,12,3,99331.2,45.64,94.0,0,0,0,4,5,1,0,0,0,1,1,2,Personal,426897.78,120,1
CUST003651,60,VA,Master,Employed,7,Own,84997.23,1307.89,0.1846,130788.61,0,0.0,0,0.1846,109269.9,1190.96,20730.74,809,22,6,5,125024.15,29.06,90.63,0,0,0,4,8,2,0,0,0,0,0,2,Medical,110316.44,24,1
CUST003652,56,AL,Master,Unemployed,0,Mortgage,6205.32,1688.58,1,10331.9,186393.2,43553.33,0,3.2654,2124.17,3074.52,0.0,437,2,3,2,3282.26,40.52,73.19,3,2,0,2,6,0,1,0,0,0,1,2,Education,481590.86,240,0
CUST003653,40,IL,Bachelor,Employed,19,Rent,65188.3,817.36,0.1505,81736.14,0,0.0,48870.23,0.1505,76527.02,14446.12,229944.8,735,3,12,0,90686.1,20.23,98.33,0,0,0,6,8,2,0,0,0,0,0,0,Business,400986.87,360,1
CUST003654,20,MA,Master,Part-Time,2,Mortgage,42056.61,1819.38,0.5191,55988.43,251899.44,0.0,50783.35,0.5191,46010.22,8325.35,115491.44,654,0,2,1,34720.12,11.86,77.58,2,1,0,0,4,1,0,0,0,0,0,0,Auto,407539.82,180,0
CUST003655,23,NC,High School,Self-Employed,0,Rent,40138.22,325.52,0.0973,32551.59,0,0.0,0,0.0973,65357.73,7936.2,0.0,748,4,4,0,74538.68,36.37,84.5,0,0,0,2,3,0,0,0,0,0,0,4,Business,373381.25,120,1
CUST003656,37,KY,Bachelor,Employed,8,Mortgage,72477.07,1886.0,0.3123,134561.19,108076.82,0.0,65301.98,0.3123,80914.72,2582.56,108273.0,695,3,11,2,26818.8,24.41,81.89,1,0,0,5,9,0,0,0,0,0,0,3,Business,85689.08,180,0
CUST003657,42,MN,Associate,Retired,0,Rent,31594.93,842.06,0.3198,84206.22,0,0.0,0,0.3198,16918.61,9750.37,98752.58,534,16,10,6,48730.47,19.2,83.4,0,0,0,3,4,0,2,0,0,1,3,4,Home Purchase,38495.65,360,0
CUST003658,69,OK,Master,Part-Time,0,Mortgage,56426.78,1529.59,0.3253,100872.39,104173.55,0.0,0,0.3253,74750.99,665.97,46380.49,727,40,3,6,22135.28,22.91,71.83,2,1,0,2,4,0,0,0,0,0,0,5,Business,258769.24,24,1
CUST003659,19,MI,Master,Employed,1,Rent,102014.3,3480.23,0.4094,348023.08,0,0.0,62749.65,0.4094,188273.68,3089.25,8932.03,614,1,11,3,228086.36,25.43,99.0,0,0,0,6,10,2,1,0,0,0,1,1,Personal,89560.33,24,0
CUST003660,64,MA,Associate,Part-Time,15,Mortgage,29603.14,675.89,0.274,5014.65,64681.35,20155.45,0,0.274,48873.58,13519.11,28658.05,528,10,3,1,19219.33,35.92,90.87,1,0,0,6,6,4,1,0,0,0,1,0,Education,398847.26,84,0
CUST003661,74,WI,Bachelor,Retired,0,Rent,56729.12,583.27,0.1234,58327.5,0,0.0,0,0.1234,97703.64,12604.86,0.0,757,28,5,6,126996.83,17.08,79.83,1,0,0,5,5,3,0,0,0,0,0,2,Home Purchase,165061.63,48,1
CUST003662,67,NY,Master,Employed,19,Rent,107652.73,2310.74,0.2576,166332.84,0,43160.44,0,0.2576,57505.45,9536.84,342033.43,850,40,11,3,77825.24,11.65,90.94,1,0,0,2,6,1,0,0,0,0,0,5,Medical,432048.96,36,1
CUST003663,31,MI,High School,Self-Employed,10,Mortgage,87562.14,3616.38,0.4956,178804.69,365667.26,0.0,0,0.4956,161260.48,32721.74,0.0,699,5,4,0,209642.03,11.25,85.34,1,0,0,6,8,0,0,0,0,0,0,4,Debt Consolidation,353287.64,12,1
CUST003664,32,CO,High School,Employed,11,Rent,58577.5,976.56,0.2001,84993.32,0,8441.92,0,0.2001,65108.51,8373.08,0.0,666,1,8,1,75536.45,27.4,80.75,0,0,0,5,9,1,0,0,0,1,1,3,Home Purchase,420787.81,60,1
CUST003665,43,IA,Master,Employed,20,Rent,126013.64,1995.52,0.19,171464.71,0,18724.54,4744.25,0.19,127578.14,5154.99,238553.75,720,18,5,5,283817.93,51.67,93.51,0,0,0,5,5,2,0,0,0,0,0,5,Auto,68213.44,180,1
CUST003666,44,WI,Bachelor,Employed,13,Mortgage,71795.01,2840.44,0.4748,162754.08,242580.54,0.0,64804.9,0.4748,103905.44,28144.35,194344.75,669,1,11,1,65855.11,49.23,83.38,1,0,0,3,4,1,0,0,0,0,0,1,Home Purchase,426005.5,180,1
CUST003667,21,LA,Bachelor,Part-Time,0,Own,38739.84,943.68,0.2923,94368.36,0,0.0,56020.04,0.2923,20311.75,13634.17,135273.05,571,0,6,6,64920.99,5.95,66.12,2,0,0,3,5,0,1,0,0,0,1,1,Personal,484041.28,180,0
CUST003668,71,TN,High School,Self-Employed,20,Mortgage,67075.97,1191.48,0.2132,48970.3,140355.16,0.0,0,0.2132,86806.82,3979.35,3911.18,620,23,4,6,111718.02,30.64,82.1,1,0,0,0,2,2,0,0,3,0,0,2,Medical,344518.08,36,0
CUST003669,54,SC,Bachelor,Employed,35,Mortgage,70376.71,2850.13,0.486,73580.07,422865.62,0.0,0,0.486,92940.29,25964.17,0.0,623,22,12,4,147014.29,49.2,79.71,2,1,0,1,1,3,0,1,0,0,1,2,Education,20572.8,120,1
CUST003670,72,GA,Master,Employed,21,Rent,135974.3,2761.54,0.2437,276154.25,0,0.0,0,0.2437,56908.99,57814.73,276639.76,663,20,4,6,328091.62,30.17,94.78,0,0,0,5,7,1,1,0,0,0,1,3,Personal,329401.69,180,1
CUST003671,54,AL,Bachelor,Self-Employed,10,Mortgage,113227.03,2550.18,0.2703,151714.92,191767.06,4946.44,0,0.2703,36536.52,35030.61,0.0,801,24,3,2,87526.61,15.94,99.0,0,0,0,1,2,0,0,0,0,0,0,2,Business,268385.93,120,1
CUST003672,71,MD,Master,Employed,31,Mortgage,99961.8,3467.44,0.4163,195776.55,301934.38,0.0,0,0.4163,180747.46,19696.87,105439.61,751,27,8,4,100936.15,14.04,78.28,1,0,0,5,5,2,0,0,0,0,0,2,Personal,156902.54,36,1
CUST003673,37,NJ,Bachelor,Employed,5,Own,106602.8,1226.56,0.1381,122655.52,0,0.0,8931.4,0.1381,182029.94,40615.0,0.0,594,18,3,3,133388.36,36.3,84.69,1,0,0,5,6,3,1,0,0,0,1,3,Debt Consolidation,164552.3,36,0
CUST003674,49,MN,Bachelor,Part-Time,5,Mortgage,36564.51,3219.83,1,116757.92,366486.37,14654.46,0,1.0567,5919.41,13545.03,0.0,656,9,10,4,82909.14,28.65,78.44,0,0,0,6,6,2,0,0,0,0,0,0,Auto,72066.01,360,1
CUST003675,18,SC,Associate,Retired,0,Mortgage,32764.93,2500.46,0.9158,84153.0,331785.03,0.0,0,0.9158,48252.43,15394.76,59747.11,726,0,11,5,66282.49,5.38,80.49,0,0,0,3,4,2,0,0,0,0,0,5,Personal,409383.9,60,0
CUST003676,51,MA,High School,Self-Employed,16,Own,64630.55,435.76,0.0809,43575.94,0,0.0,0,0.0809,62223.29,11298.98,0.0,593,22,6,6,139127.2,30.14,99.12,0,0,0,2,6,0,1,0,3,0,1,3,Business,115621.21,60,0
CUST003677,65,OH,PhD,Employed,10,Mortgage,144323.58,1803.37,0.1499,1498.13,357678.7,0.0,0,0.1499,173804.22,24077.65,14298.71,728,16,12,0,241587.1,37.74,81.9,1,0,0,4,7,0,0,0,0,0,0,1,Business,497465.86,48,1
CUST003678,26,KY,Bachelor,Employed,0,Mortgage,77469.75,1309.32,0.2028,35360.82,111216.5,26642.08,35562.5,0.2028,124720.44,26478.0,133672.62,740,7,1,6,134737.85,12.1,98.72,0,0,0,1,1,2,0,0,0,0,0,1,Business,441051.43,12,1
CUST003679,70,MI,High School,Part-Time,14,Rent,17107.56,352.67,0.2474,35267.5,0,0.0,0,0.2474,9523.39,5463.62,0.0,645,0,8,5,27499.95,73.85,89.55,0,0,0,0,1,3,0,0,0,0,0,4,Personal,116630.33,120,1
CUST003680,32,CA,Bachelor,Employed,11,Own,61083.07,114.52,0.0225,1737.08,0,6476.92,32194.28,0.0225,93677.6,19436.1,237934.07,610,7,12,1,24401.67,36.38,95.77,0,0,0,3,3,4,1,0,0,0,1,3,Business,195002.59,240,1
CUST003681,65,AL,Bachelor,Employed,28,Own,80375.52,549.75,0.0821,54975.1,0,0.0,0,0.0821,30519.36,20244.15,99730.13,764,12,8,3,92330.69,31.82,95.97,0,0,0,5,6,0,0,0,0,0,0,3,Auto,151697.39,120,1
CUST003682,54,IN,Bachelor,Retired,0,Rent,49542.98,1404.98,0.3403,105979.59,0,23012.31,0,0.3403,56262.92,10097.55,138064.98,748,24,4,0,89753.73,37.43,94.69,0,0,0,1,5,2,0,0,0,0,0,2,Personal,68161.93,24,1
CUST003683,24,MA,Bachelor,Employed,6,Rent,69553.1,2400.44,0.4141,240044.12,0,0.0,29141.32,0.4141,135943.82,30875.57,25120.54,738,1,8,3,170404.88,21.28,98.59,0,0,0,1,2,4,0,0,0,0,0,4,Auto,180299.27,60,1
CUST003684,75,AL,Bachelor,Retired,0,Rent,43471.15,627.52,0.1732,62752.25,0,0.0,0,0.1732,82049.57,14474.36,26215.12,698,11,6,3,57074.27,15.25,94.6,0,0,0,4,4,3,0,0,0,1,1,1,Education,167823.12,120,1
CUST003685,48,NY,Master,Part-Time,18,Mortgage,56284.31,1861.16,0.3968,46761.7,278708.62,0.0,0,0.3968,40458.11,3397.65,0.0,728,22,10,3,129942.4,32.0,92.94,0,0,0,1,2,0,0,0,0,1,1,3,Business,325537.64,120,1
CUST003686,65,FL,High School,Employed,11,Own,54851.49,1701.69,0.3723,170169.09,0,0.0,0,0.3723,64731.56,11046.56,124028.64,848,40,9,2,21134.91,8.67,98.67,0,0,0,2,4,3,0,0,0,0,0,0,Medical,406250.16,120,1
CUST003687,51,PA,Bachelor,Employed,8,Rent,102011.61,2905.23,0.3418,290522.86,0,0.0,0,0.3418,61253.23,19930.98,0.0,792,7,11,2,123356.42,28.31,99.88,0,0,0,0,3,2,0,0,0,0,0,3,Auto,309759.85,360,1
CUST003688,74,WI,Bachelor,Retired,0,Own,54951.4,719.38,0.1571,71937.97,0,0.0,0,0.1571,42075.28,15740.23,197426.96,699,28,1,5,130827.74,70.33,98.36,0,0,0,3,5,2,0,0,0,1,1,1,Auto,391523.39,120,1
CUST003689,59,PA,Associate,Employed,10,Own,52966.72,148.56,0.0337,14855.67,0,0.0,0,0.0337,27327.57,16639.11,115686.29,720,36,3,1,56497.28,8.86,85.94,1,0,0,1,1,1,1,0,0,0,1,5,Personal,318285.95,180,1
CUST003690,35,TX,Bachelor,Employed,6,Mortgage,68562.9,1645.12,0.2879,43383.27,188168.71,18029.6,5583.22,0.2879,7320.78,31360.16,254920.17,740,8,3,2,104357.55,11.81,92.05,0,0,0,6,7,0,0,0,0,0,0,0,Auto,180206.95,48,1
CUST003691,26,FL,Bachelor,Employed,8,Rent,73243.37,1315.31,0.2155,131531.36,0,0.0,27957.78,0.2155,6446.1,9248.42,222951.65,786,5,11,5,34030.71,25.74,97.68,0,0,0,3,4,1,0,0,0,0,0,0,Medical,458455.53,240,1
CUST003692,70,TN,PhD,Part-Time,10,Own,60452.3,797.93,0.1584,79793.09,0,0.0,0,0.1584,37358.13,1773.43,0.0,727,8,8,0,41046.6,23.68,81.03,1,0,0,0,0,3,0,0,0,0,0,5,Debt Consolidation,10023.71,84,1
CUST003693,55,GA,Bachelor,Part-Time,3,Own,40230.33,1371.96,0.4092,136652.05,0,362.52,0,0.4092,73411.7,3702.84,152975.62,601,4,11,6,40544.75,15.83,94.94,0,0,0,6,7,2,1,0,0,0,1,3,Debt Consolidation,169846.54,24,1
CUST003694,63,NC,High School,Self-Employed,16,Rent,75849.39,1947.43,0.3081,135173.98,0,39712.48,0,0.3081,16092.44,22475.09,245077.52,840,40,4,2,32172.08,20.81,90.38,1,0,0,2,3,4,0,0,0,0,0,1,Home Purchase,270187.81,240,1
CUST003695,28,GA,Master,Part-Time,8,Mortgage,49335.29,1049.57,0.2553,66032.14,77848.85,0.0,78786.7,0.2553,80902.87,20787.26,179570.74,704,1,10,1,65891.87,13.52,81.95,1,0,0,3,3,0,0,0,0,0,0,0,Business,71243.73,360,0
CUST003696,60,MN,Bachelor,Employed,33,Rent,87447.33,1939.66,0.2662,193966.02,0,0.0,0,0.2662,32439.56,4216.05,126970.49,469,3,6,6,51659.08,66.18,89.85,0,0,0,0,4,4,2,0,0,0,2,5,Education,393671.38,84,0
CUST003697,73,TN,Bachelor,Employed,30,Rent,101152.37,2357.3,0.2797,235729.67,0,0.0,0,0.2797,4903.49,27189.97,111385.44,686,3,8,0,210057.59,31.72,82.69,1,0,0,6,9,3,0,0,0,0,0,5,Home Purchase,236054.61,24,1
CUST003698,55,MA,Associate,Self-Employed,8,Mortgage,81818.25,2297.34,0.3369,76860.44,305747.87,0.0,0,0.3369,28229.51,34879.46,0.0,786,34,6,2,172637.56,6.83,96.91,0,0,0,5,6,4,0,0,1,0,0,4,Medical,76656.57,24,1
CUST003699,20,MI,Master,Employed,1,Rent,102953.58,3834.0,0.4469,348249.29,0,23433.69,27114.98,0.4469,59791.48,3092.07,170629.62,709,1,4,3,195997.12,35.78,91.55,0,0,0,3,3,1,0,0,0,0,0,4,Debt Consolidation,15768.47,360,1
CUST003700,18,MD,Bachelor,Employed,0,Mortgage,60104.96,2537.98,0.5067,151749.84,204096.64,0.0,44524.43,0.5067,29936.73,24194.01,102798.8,641,0,1,0,46607.33,27.65,83.92,0,0,0,6,9,2,0,0,0,0,0,0,Business,40665.41,24,0
CUST003701,29,IL,Associate,Part-Time,6,Mortgage,29196.18,1827.47,0.7511,68491.93,228510.92,0.0,0,0.7511,35106.54,2921.18,18709.69,707,2,11,2,59130.86,26.27,82.74,1,0,0,6,7,2,0,0,0,0,0,2,Education,349548.23,84,1
CUST003702,19,IL,Bachelor,Employed,1,Mortgage,65078.82,3265.46,0.6021,155796.85,341498.73,0.0,59428.24,0.6021,97599.12,24974.92,0.0,725,0,3,1,151358.11,4.17,86.37,0,0,0,6,10,0,0,0,0,0,0,5,Auto,212345.89,180,0
CUST003703,46,MI,Associate,Employed,3,Rent,74495.66,702.35,0.1131,53274.45,0,11307.1,0,0.1131,36340.67,27474.5,14856.13,684,9,12,3,154319.09,14.66,86.88,0,0,0,5,9,2,0,0,0,1,1,3,Debt Consolidation,445505.49,12,1
CUST003704,70,MO,Bachelor,Employed,22,Rent,81036.31,245.83,0.0364,24582.9,0,0.0,0,0.0364,140734.32,24823.52,21856.88,779,11,9,3,133181.34,29.98,94.32,0,0,0,0,2,1,0,0,0,0,0,3,Education,452091.4,24,1
CUST003705,36,CO,Bachelor,Employed,3,Rent,92329.52,917.31,0.1192,91730.53,0,0.0,34162.66,0.1192,50227.15,10599.78,177016.85,776,10,8,3,201410.59,9.7,90.42,1,0,0,6,10,4,0,0,0,0,0,0,Education,250488.23,60,1
CUST003706,51,LA,Bachelor,Employed,21,Rent,61601.94,2485.1,0.4841,200568.46,0,31961.26,0,0.4841,37193.59,6877.59,102832.34,660,10,5,4,148582.11,26.35,94.19,0,0,0,1,3,3,1,0,0,0,1,2,Business,338976.1,12,0
CUST003707,20,MD,High School,Part-Time,1,Own,21245.4,261.61,0.1478,26161.13,0,0.0,0,0.1478,2923.57,3187.51,0.0,667,0,3,1,18651.47,33.45,62.29,0,0,0,2,6,0,0,0,0,0,0,2,Home Purchase,20947.09,12,0
CUST003708,45,IA,PhD,Employed,5,Rent,152897.67,170.31,0.0134,17030.96,0,0.0,0,0.0134,18325.51,17912.82,0.0,784,20,12,0,176415.87,25.7,98.58,0,0,0,4,6,1,0,0,0,0,0,2,Debt Consolidation,458288.88,120,1
CUST003709,58,MO,Master,Employed,35,Own,79560.43,1890.38,0.2851,189038.33,0,0.0,0,0.2851,154293.91,21009.86,237905.58,682,0,8,2,141999.46,61.48,98.05,0,0,0,0,4,3,0,0,0,0,0,4,Business,306642.98,180,1
CUST003710,70,WI,PhD,Employed,5,Own,122164.16,958.56,0.0942,53175.24,0,28453.67,0,0.0942,37251.9,28164.65,283501.65,819,19,6,6,304136.65,5.2,91.37,1,0,0,5,6,1,0,0,0,0,0,0,Debt Consolidation,225154.44,60,1
CUST003711,22,KY,Bachelor,Employed,4,Rent,103416.99,1498.35,0.1739,149834.64,0,0.0,26347.75,0.1739,74211.83,46689.15,0.0,577,4,10,6,94961.12,68.7,80.12,1,0,0,0,2,1,0,0,3,0,0,0,Medical,384047.35,12,0
CUST003712,38,TX,Master,Employed,1,Mortgage,126281.66,1528.65,0.1453,90983.13,123763.08,0.0,64104.48,0.1453,6135.3,26236.02,344542.01,754,13,12,6,206395.22,32.1,98.54,0,0,0,2,6,3,0,0,0,0,0,0,Home Purchase,197721.8,48,1
CUST003713,48,LA,Bachelor,Employed,28,Rent,64202.45,1532.98,0.2865,153298.31,0,0.0,0,0.2865,46306.56,30263.83,0.0,638,1,5,4,39053.52,9.13,83.92,1,0,0,4,5,2,0,0,3,0,0,0,Debt Consolidation,337754.18,60,1
CUST003714,33,CA,PhD,Employed,11,Own,137414.29,2780.69,0.2428,278069.29,0,0.0,54448.0,0.2428,32256.04,12901.66,179659.67,683,0,7,5,319055.33,63.21,89.03,0,0,0,4,6,0,0,0,0,0,0,0,Medical,260057.71,180,1
CUST003715,35,OK,Associate,Employed,6,Own,73354.92,960.85,0.1572,77250.66,0,12556.34,0,0.1572,73396.21,11798.48,0.0,725,0,4,5,67781.39,26.76,91.48,0,0,0,2,5,4,0,0,0,0,0,2,Auto,368807.03,36,1
CUST003716,56,IA,Associate,Employed,11,Mortgage,42131.51,1373.2,0.3911,72129.57,130381.34,0.0,0,0.3911,39023.86,19810.0,52605.49,685,34,11,1,40122.57,13.52,89.06,0,0,0,5,6,4,1,0,0,0,1,0,Auto,426002.02,36,1
CUST003717,35,CO,High School,Part-Time,14,Rent,23289.0,402.27,0.2073,40226.88,0,0.0,0,0.2073,11646.09,8935.82,50501.65,597,1,11,5,57707.74,62.61,73.92,3,1,0,5,6,0,0,0,0,0,0,5,Auto,351409.19,24,0
CUST003718,36,CA,Associate,Employed,4,Rent,46293.53,425.02,0.1102,42501.63,0,0.0,0,0.1102,9436.48,11753.6,11179.43,654,6,3,1,89645.02,21.62,80.96,2,1,0,6,7,1,0,0,0,0,0,5,Home Purchase,383538.11,180,1
CUST003719,47,OK,Bachelor,Employed,15,Own,102940.06,3908.43,0.4556,357221.3,0,22414.65,0,0.4556,118960.66,31745.62,0.0,740,24,12,1,85791.66,18.38,91.84,1,0,0,1,3,1,0,1,0,0,1,3,Business,359473.17,240,1
CUST003720,38,CO,PhD,Employed,16,Rent,101836.15,1188.71,0.1401,98917.17,0,13302.7,4006.44,0.1401,66761.1,2269.04,0.0,794,20,7,6,156754.93,18.54,88.62,1,0,0,0,2,1,0,0,0,0,0,2,Home Purchase,201971.4,48,1
CUST003721,19,AL,Bachelor,Self-Employed,1,Rent,100101.73,3186.35,0.382,318634.93,0,0.0,1143.29,0.382,160814.87,14975.39,0.0,686,0,4,6,30085.67,31.18,79.29,1,0,0,3,7,1,0,0,0,0,0,3,Home Purchase,176209.0,24,1
CUST003722,48,GA,Bachelor,Employed,6,Own,76963.5,1217.76,0.1899,80847.61,0,27285.58,0,0.1899,51.91,32640.01,0.0,644,27,6,0,169167.95,21.05,78.52,1,0,0,5,6,4,0,0,3,0,0,4,Business,26550.55,240,0
CUST003723,63,KY,Bachelor,Self-Employed,10,Mortgage,89486.45,3562.54,0.4777,237815.46,236876.86,0.0,0,0.4777,78598.3,42570.52,350795.51,798,40,8,0,179802.09,21.93,88.88,1,0,0,4,7,3,0,0,0,0,0,2,Business,365319.4,240,1
CUST003724,32,MD,Bachelor,Retired,0,Own,31168.11,613.63,0.2363,5359.13,0,37335.82,37693.64,0.2363,44648.06,10255.76,0.0,577,8,5,4,34852.6,50.19,94.79,0,0,0,6,9,1,1,0,0,0,1,1,Personal,221819.3,60,0
CUST003725,33,LA,High School,Employed,11,Mortgage,40094.49,2082.28,0.6232,7506.29,354989.08,15484.97,0,0.6232,41989.01,20000.67,31615.53,704,0,8,6,60051.38,17.56,82.94,0,0,0,0,2,0,0,0,0,0,0,1,Home Purchase,287862.16,360,1
CUST003726,56,MD,PhD,Employed,2,Mortgage,152082.03,3120.19,0.2462,161323.6,301389.82,0.0,0,0.2462,58765.37,41818.03,420129.85,749,21,3,5,164538.82,30.21,91.61,1,0,0,2,6,1,0,0,0,0,0,0,Medical,397099.85,36,1
CUST003727,39,CT,Master,Unemployed,0,Mortgage,7476.7,1897.65,1,15355.04,348819.0,0.0,4132.13,3.0457,2376.15,720.67,20677.72,379,11,7,6,3338.55,32.88,52.08,5,4,2,3,7,2,0,0,0,0,0,0,Education,432167.84,48,0
CUST003728,23,VA,PhD,Employed,3,Own,153089.74,3181.66,0.2494,283823.32,0,22895.13,53217.72,0.2494,98463.72,19080.27,0.0,716,5,2,2,131533.23,13.57,98.99,0,0,0,3,6,3,0,0,1,0,0,1,Personal,167662.41,240,1
CUST003729,52,IN,Associate,Employed,17,Rent,65719.08,1707.28,0.3117,170728.26,0,0.0,0,0.3117,116966.04,9723.47,238590.7,758,13,11,6,107584.8,25.52,89.85,1,0,0,2,6,1,0,0,0,0,0,4,Personal,124353.66,240,1
CUST003730,66,IN,Bachelor,Employed,2,Mortgage,81684.46,2953.23,0.4338,155747.65,213430.76,21906.83,0,0.4338,28946.94,10066.68,291702.06,644,4,8,4,98657.84,54.08,91.08,1,0,0,5,9,2,0,0,0,0,0,0,Personal,106590.63,120,1
CUST003731,61,MO,Associate,Employed,26,Mortgage,53336.08,2690.48,0.6053,85214.2,313082.11,18195.26,0,0.6053,54801.17,2125.95,78215.67,742,36,6,5,132675.06,32.91,81.42,0,0,0,2,5,1,0,0,0,0,0,1,Personal,282872.02,12,0
CUST003732,35,WA,Master,Employed,10,Rent,83902.46,595.39,0.0852,10787.0,0,32501.01,71974.44,0.0852,14453.44,2312.04,0.0,572,7,6,3,202994.62,17.38,81.08,1,0,0,3,3,4,0,0,3,0,0,5,Medical,479690.82,36,0
CUST003733,43,CT,Master,Employed,5,Mortgage,94510.91,3433.25,0.4359,90284.4,376221.25,43286.77,40033.14,0.4359,37264.0,18460.07,0.0,756,6,12,5,105668.39,27.6,94.13,0,0,0,6,10,0,0,0,0,0,0,3,Home Purchase,93719.93,180,1
CUST003734,71,TX,Master,Employed,6,Rent,100454.24,2943.53,0.3516,294353.37,0,0.0,0,0.3516,173538.71,30243.02,36194.28,813,39,3,3,193136.86,32.89,95.99,0,0,0,6,6,2,0,0,0,0,0,4,Personal,417674.24,60,1
CUST003735,32,MO,Bachelor,Employed,5,Mortgage,89987.61,4549.09,0.6066,288115.11,333587.13,0.0,21089.35,0.6066,119516.74,9419.25,0.0,709,1,12,6,28445.39,22.79,86.35,1,0,0,0,3,4,0,0,0,0,0,5,Home Purchase,93942.39,60,1
CUST003736,38,NJ,Associate,Self-Employed,3,Own,65901.74,565.75,0.103,56575.26,0,0.0,0,0.103,104861.74,23584.37,182958.7,663,10,10,5,102509.32,13.75,95.08,0,0,0,5,6,0,1,0,0,0,1,5,Business,91611.31,48,1
CUST003737,65,KY,Master,Employed,5,Rent,87367.14,846.57,0.1163,84657.2,0,0.0,0,0.1163,52211.86,26671.69,329421.48,838,16,10,1,146026.93,23.37,96.56,0,0,0,3,3,0,0,0,0,0,0,1,Auto,94093.02,360,1
CUST003738,22,MN,High School,Employed,1,Own,53999.53,498.08,0.1107,14631.68,0,23451.15,0,0.1107,29351.56,1133.94,103468.47,715,2,1,1,117031.25,16.49,84.98,1,0,0,5,8,1,0,0,0,0,0,0,Debt Consolidation,329538.1,60,1
CUST003739,21,NJ,Associate,Self-Employed,1,Mortgage,50972.85,1248.78,0.294,705.41,248344.36,0.0,0,0.294,40026.69,24398.67,0.0,628,3,1,0,74648.73,60.08,90.78,1,0,0,0,1,1,0,1,0,0,1,2,Medical,407707.12,12,0
CUST003740,30,NY,PhD,Employed,10,Own,88506.82,1578.26,0.214,157825.76,0,0.0,77313.2,0.214,71753.14,13266.82,0.0,723,7,12,2,115544.26,45.96,81.03,1,0,0,0,3,0,0,0,0,0,0,3,Education,498560.29,360,1
CUST003741,44,IN,Master,Employed,24,Mortgage,111317.22,3414.95,0.3681,125284.65,432420.77,0.0,74162.98,0.3681,212318.9,51962.75,153033.65,685,3,1,3,109416.14,36.89,94.64,0,0,0,2,2,3,0,0,1,0,0,3,Personal,44581.67,84,0
CUST003742,60,OK,High School,Employed,8,Own,46453.99,1386.44,0.3581,138643.96,0,0.0,0,0.3581,17777.93,16808.57,0.0,754,28,2,6,97403.42,39.2,87.9,1,0,0,1,1,0,0,0,0,0,0,1,Business,361482.68,24,1
CUST003743,26,MD,Master,Employed,4,Mortgage,107996.51,2565.42,0.2851,135617.56,178440.53,21136.1,56434.98,0.2851,86360.25,45960.6,0.0,589,1,10,1,203663.44,31.16,84.99,1,0,0,5,9,0,1,0,0,0,1,2,Home Purchase,93155.93,120,0
CUST003744,56,CT,Master,Employed,15,Mortgage,122715.79,2331.1,0.228,100081.67,162776.99,34426.29,0,0.228,24535.51,37580.43,480121.48,688,14,6,1,139033.76,63.13,80.45,0,0,0,2,6,1,0,0,0,0,0,3,Auto,345549.24,60,1
CUST003745,73,IN,Bachelor,Employed,32,Rent,65067.4,2186.53,0.4032,218652.69,0,0.0,0,0.4032,20774.31,22739.36,0.0,750,40,5,3,44118.08,66.36,95.19,0,0,0,4,7,1,0,0,0,0,0,1,Debt Consolidation,144414.11,240,1
CUST003746,43,WI,Associate,Retired,0,Mortgage,36858.0,1566.73,0.5101,95578.81,122188.28,0.0,0,0.5101,64182.89,12781.48,0.0,622,9,8,3,62441.37,32.12,95.74,0,0,0,2,2,0,1,0,0,0,1,1,Medical,296141.98,48,0
CUST003747,45,GA,Bachelor,Employed,8,Own,74659.36,1192.01,0.1916,119201.44,0,0.0,0,0.1916,84533.25,26675.87,71095.27,694,8,9,6,136400.28,35.28,83.68,1,0,0,2,5,2,0,0,0,0,0,0,Business,317477.44,12,1
